OTUID	MNAW0514.1	MNAW0514.2	MNAW0515.1	MNAW0515.2	MNAW0914.1	MNAW0914.2	MNAW0915.1	MNAW0915.2	MNAW1214.1	MNAW1214.2	NAW0514.1	NAW0514.2	NAW0515.1	NAW0515.2	NAW0914.1	NAW0914.2	NAW0915.1	NAW0915.2	NAW1214.1	NAW1214.2	NSAIW0514.1	NSAIW0514.2	NSAIW0515.1	NSAIW0515.2	NSAIW0914.1	NSAIW0914.2	NSAIW0915.1	NSAIW0915.2	NSAIW1214.1	NSAIW1214.2	NSDW0514.1	NSDW0514.2	NSDW0515.1	NSDW0515.2	NSDW0914.1	NSDW0914.2	NSDW0915.1	NSDW0915.2	NSDW1214.1	NSDW1214.2
zASV115	38	0	1	7	5	2	6	13	3	3	10	4	6	4	13	20	4	18	5	11	79	69	31	107	110	59	94	117	102	34	83	33	45	23	26	521	71	30	51	21
zASV1150	87	11	2	4	1	6	17	19	4	5	5	10	3	8	1	1	4	9	2	4	144	36	58	50	24	20	170	132	48	23	75	11	22	13	10	138	68	45	43	17
zASV1151	2	0	0	0	0	1	0	2	2	0	0	0	0	1	0	0	0	5	0	1	40	31	16	31	29	12	34	37	18	9	50	19	36	17	14	159	32	11	41	9
zASV1152	5	1	0	2	3	0	0	0	0	0	6	5	0	0	0	0	0	0	1	1	0	2	0	2	2	2	0	0	7	14	23	7	8	0	5	409	0	0	16	5
zASV1153	0	0	0	9	0	0	0	0	0	1	0	0	19	3	7	3	0	0	1	1	0	0	3	7	2	5	0	0	0	0	0	0	16	0	21	316	2	0	0	0
zASV1154	0	0	0	9	0	0	0	0	0	0	0	0	13	7	3	0	0	0	0	1	0	0	0	10	0	8	1	0	0	0	0	0	12	1	14	349	0	0	0	0
zASV1155	0	0	9	22	2	8	0	0	0	0	0	0	36	27	2	2	0	0	6	1	0	2	4	6	1	20	0	0	6	1	1	0	19	75	7	184	0	0	2	4
zASV1156	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	9	8	8	7	10	2	14	5	12	5	4	17	17	12	0	85	27	31	41	10
zASV1157	24	30	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	124	50	1	9	21	0	27	22	5	0	86	34	82	33	3	58	83	56	76	20
zASV1159	71	0	3	2	6	5	7	7	9	4	4	2	6	7	15	23	7	16	5	3	25	12	28	50	46	16	116	101	33	6	37	5	34	16	5	128	61	43	38	11
zASV116	1165	1341	67	252	216	211	1021	1374	243	141	1199	810	162	153	707	706	230	472	183	170	43	42	17	28	29	26	14	40	22	7	35	21	20	13	6	78	28	26	28	19
zASV1160	9	100	11	23	1	6	15	24	34	10	1	0	23	39	10	4	14	31	21	18	92	43	63	115	77	40	104	119	131	33	68	57	39	27	9	383	74	35	47	26
zASV1161	177	258	34	83	25	27	202	304	98	58	43	18	62	80	43	38	73	116	31	4	9	8	8	5	6	12	23	16	10	2	6	1	3	2	3	25	5	15	10	2
zASV1162	15	0	4	54	14	10	86	102	51	24	14	4	37	58	53	36	27	93	37	31	1	0	0	0	0	7	2	1	2	0	0	0	0	0	0	1	0	0	0	0
zASV1163	0	0	0	0	0	0	412	516	0	0	0	0	0	0	0	0	23	81	0	0	0	0	0	0	0	0	1013	1124	0	0	0	0	0	0	1	13	85	105	1	0
zASV1164	61	0	19	81	28	17	108	166	80	47	18	17	116	175	49	43	40	71	80	75	49	19	20	35	20	23	62	44	58	26	20	21	20	15	12	214	32	17	35	11
zASV1166	25	71	39	350	6	5	64	71	197	108	60	17	222	278	16	23	40	113	466	460	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	1	0
zASV1167	6	0	3	13	2	3	35	56	16	10	4	3	7	10	14	15	10	26	9	11	0	0	2	11	2	5	7	8	1	1	0	0	1	0	0	9	2	0	2	0
zASV1168	3	34	3	20	1	3	24	39	17	5	0	10	11	6	0	5	8	8	19	16	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1
zASV1169	3	0	3	13	3	2	23	32	24	19	8	7	6	16	9	4	6	18	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	2	0	0
zASV117	0	7	1	4	0	0	2	0	3	1	0	1	0	3	0	0	2	1	0	0	105	81	58	161	76	33	180	160	57	23	28	73	69	41	7	510	70	44	161	53
zASV1170	51	0	9	33	5	15	60	81	64	27	38	13	20	31	21	28	35	81	75	37	3	0	12	8	3	17	18	23	12	4	2	0	3	2	3	49	2	3	6	2
zASV1171	3	0	1	12	5	7	15	33	18	4	3	0	6	14	14	15	16	24	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zASV1172	33	43	28	128	31	50	284	302	140	74	16	4	69	87	129	122	106	206	120	70	12	0	32	26	10	43	62	41	8	3	1	0	3	5	7	48	9	4	2	1
zASV1173	100	178	36	144	9	11	143	181	131	87	60	37	132	149	23	11	76	145	129	113	0	0	10	5	11	16	9	8	3	1	0	0	0	2	0	12	8	6	1	3
zASV1175	6	0	1	22	2	13	42	83	24	13	6	2	20	38	36	27	24	46	28	9	1	0	1	3	0	4	1	0	0	0	0	0	0	1	1	3	0	1	0	0
zASV1176	30	0	5	12	5	10	61	83	34	11	10	3	10	14	25	24	14	26	15	6	4	5	9	13	10	5	16	18	11	1	3	1	0	0	0	14	1	0	4	0
zASV1177	0	0	26	55	2	5	8	46	70	90	0	0	59	59	6	7	32	58	70	41	0	0	0	0	2	0	14	4	1	0	0	0	2	0	1	8	1	7	1	1
zASV1178	9	0	2	32	4	8	26	25	13	10	10	11	17	31	28	20	10	28	32	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
zASV1179	23	0	3	36	17	9	56	99	33	21	5	2	15	49	42	26	22	63	15	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
zASV118	190	0	57	112	36	32	147	195	110	51	44	22	220	274	53	52	78	132	74	73	149	101	103	124	61	33	257	233	134	44	97	105	122	63	30	653	194	168	108	42
zASV1181	13	0	2	6	1	0	10	24	16	3	1	3	9	16	5	1	3	17	8	19	6	2	5	8	4	3	23	22	10	2	5	2	5	2	4	69	13	2	9	2
zASV1182	3	0	1	12	0	2	0	2	20	15	16	10	9	12	15	6	7	3	22	18	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	5	4	7	0	0
zASV1183	16	61	27	110	16	22	224	233	78	43	35	15	63	98	63	63	96	219	118	62	3	1	28	31	17	32	30	29	26	8	3	2	9	1	1	78	10	6	7	3
zASV1184	158	121	16	60	22	20	191	247	60	43	344	202	32	32	28	28	40	76	61	47	8	3	0	2	1	0	5	1	0	0	7	3	0	0	0	8	9	9	0	0
zASV1185	181	72	27	90	10	23	50	80	101	41	351	201	52	45	23	13	33	51	108	63	21	7	22	41	21	16	68	46	33	2	16	3	18	5	7	84	17	12	16	11
zASV1186	7	38	4	68	9	9	125	144	81	48	14	0	13	36	10	9	36	70	28	36	0	0	0	3	4	10	3	1	0	0	0	0	0	0	0	0	1	0	0	0
zASV1187	102	22	37	72	21	22	29	65	81	38	16	9	111	152	41	48	38	64	50	50	162	71	57	71	69	25	151	120	70	49	82	55	108	46	20	566	100	115	80	33
zASV1188	24	0	4	11	4	5	114	159	11	9	70	31	4	0	21	19	5	24	1	2	0	1	4	0	5	0	6	8	0	5	2	1	1	0	0	13	7	3	6	0
zASV1189	12	24	4	48	4	12	28	55	22	16	18	13	32	40	32	25	24	55	41	41	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0
zASV119	168	0	9	56	15	23	108	171	100	39	46	11	144	199	66	62	52	92	83	68	108	69	63	105	99	46	197	208	139	61	83	50	87	35	12	717	120	60	107	42
zASV1190	4	0	1	0	6	2	14	35	8	3	2	1	29	27	40	38	17	51	33	19	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zASV1191	4	0	3	5	2	3	14	22	12	5	2	0	6	6	11	15	10	21	7	4	1	1	1	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0
zASV1192	4	0	0	12	1	7	28	72	41	26	0	0	7	7	2	2	3	10	2	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zASV1193	34	0	0	25	7	7	27	43	27	8	92	58	18	17	39	32	10	33	15	14	2	1	0	3	0	2	1	3	1	0	0	0	0	0	0	1	0	1	0	2
zASV1194	37	0	6	31	10	6	98	159	32	32	41	15	86	82	30	22	53	77	36	40	3	0	0	2	1	0	1	0	0	0	0	0	0	0	0	2	2	2	1	0
zASV1195	29	11	0	1	0	1	7	3	0	0	294	151	1	5	1	0	1	3	9	2	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	3	1	1	0	0
zASV1196	25	5	0	0	0	0	2	9	4	0	723	410	1	0	3	3	9	9	4	2	6	3	6	8	8	5	32	33	6	2	20	0	1	4	1	24	14	10	3	2
zASV1197	120	76	11	47	15	12	107	158	32	22	358	315	53	48	41	33	67	115	22	28	0	0	0	4	1	0	8	0	0	0	3	1	0	0	0	9	2	12	0	0
zASV1198	15	0	9	12	1	4	44	73	22	12	16	5	20	42	9	10	16	26	15	23	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	2	0	0
zASV1199	152	150	25	57	22	23	149	217	72	43	28	5	63	73	79	69	98	193	105	81	69	24	26	75	29	21	72	79	52	18	66	23	18	13	9	214	44	14	34	10
zASV12	38	1402	196	341	75	77	309	408	287	139	35	28	341	502	178	158	199	559	100	72	2992	2215	1891	2342	1682	802	3493	3278	1847	621	1694	2458	2243	1473	373	11176	3020	2518	1885	619
zASV120	8	15	2	9	2	9	14	25	34	19	0	0	43	35	3	5	30	68	18	23	92	95	307	389	223	132	313	215	364	48	27	145	127	72	26	1139	184	148	202	26
zASV1200	77	61	25	112	0	1	7	11	125	96	467	244	65	65	0	0	16	22	75	59	8	1	1	0	9	9	34	9	11	1	1	3	0	0	0	3	5	9	1	0
zASV1201	18	107	42	151	28	31	103	136	103	51	12	17	232	373	133	135	200	545	108	87	35	15	2	7	21	3	5	8	6	2	14	27	28	19	4	58	37	22	17	12
zASV1202	159	33	49	168	42	36	123	213	157	89	41	16	289	430	87	84	101	136	205	144	89	65	42	94	80	28	163	150	131	33	92	92	149	72	33	658	148	111	148	56
zASV1203	64	72	13	52	12	25	70	100	54	41	21	15	111	161	87	74	79	155	46	51	0	1	0	1	5	1	0	0	3	0	1	0	0	0	0	2	3	0	0	0
zASV1204	1	6	2	2	1	0	28	33	4	0	25	17	15	36	40	40	37	143	77	57	0	1	2	2	3	6	2	0	7	0	1	0	2	0	1	6	0	1	0	0
zASV1205	29	54	64	80	0	0	6	14	104	82	84	64	146	168	12	2	28	38	102	83	4	0	0	4	0	0	2	2	0	0	0	1	0	0	0	12	19	0	2	0
zASV1206	7	0	8	46	5	4	14	28	90	53	29	15	20	20	4	9	3	8	11	23	5	4	0	1	11	3	4	7	2	0	0	0	1	0	6	30	15	14	4	0
zASV1207	4	0	6	27	3	3	13	23	25	12	24	17	43	59	45	34	30	77	25	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
zASV1208	3	0	1	18	2	1	19	31	16	10	2	6	7	9	6	2	6	9	20	23	2	0	0	1	0	2	0	3	1	0	2	0	0	0	0	1	1	0	0	0
zASV1209	177	140	44	138	58	51	348	541	173	96	140	48	160	190	218	162	292	559	360	251	0	0	0	2	2	3	2	0	1	1	0	3	0	0	0	9	1	2	3	0
zASV121	31	0	0	5	0	1	2	10	3	3	3	9	6	10	10	15	7	9	9	5	71	54	30	84	74	59	92	79	70	22	86	32	39	18	20	415	59	22	52	21
zASV1210	5	28	26	55	4	15	81	107	30	17	13	5	26	34	46	39	42	93	46	36	1	1	6	7	7	12	16	11	14	2	3	2	2	0	1	37	2	3	1	1
zASV1211	2	0	0	13	0	0	0	2	2	1	4	6	45	56	3	0	3	6	58	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zASV1212	9	1	12	26	0	0	3	1	5	8	16	7	130	155	2	2	9	15	127	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
zASV1213	3	63	20	27	3	0	22	23	30	12	4	4	65	97	36	29	47	103	19	24	10	4	1	1	3	2	0	1	0	1	0	8	8	4	0	11	7	5	7	0
zASV1214	3	0	0	19	3	0	1	3	23	13	8	9	8	10	13	16	0	2	16	28	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	6	4	6	2	3
zASV1215	8	0	0	16	3	11	17	28	5	4	2	1	7	12	6	7	5	15	4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zASV1216	2	0	2	6	0	2	8	14	3	5	4	2	9	8	21	23	12	21	8	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
zASV1217	36	170	16	93	22	10	69	125	66	37	2	17	54	69	28	34	51	113	34	46	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	1	1	0	1	0
zASV1218	11	0	1	20	8	8	11	24	23	10	4	2	23	36	9	5	9	12	14	11	13	13	12	11	11	2	15	13	20	6	11	6	14	3	2	106	15	5	19	3
zASV1219	64	0	8	17	3	13	18	34	19	10	8	2	46	77	20	20	17	26	30	31	14	9	2	7	4	1	9	7	7	2	2	7	14	4	2	47	7	6	11	2
zASV1220	16	0	9	25	0	1	6	4	58	39	69	24	51	79	8	1	12	20	56	36	1	0	0	1	0	1	2	1	1	0	1	0	0	0	0	6	11	0	2	0
zASV1222	9	40	6	30	2	10	56	81	25	12	5	0	19	23	35	19	12	39	20	21	5	0	1	0	1	6	0	0	1	1	4	0	2	0	2	7	2	0	1	0
zASV1223	7	0	0	10	1	8	3	0	0	0	0	0	25	14	0	0	2	1	3	9	1	0	2	28	3	22	0	0	22	0	364	127	23	3	11	401	1	0	18	0
zASV1224	69	0	3	9	0	4	3	16	11	7	196	105	9	12	18	21	7	25	21	16	6	1	23	16	1	0	18	20	8	1	1	3	5	1	1	16	8	12	8	1
zASV1225	17	47	4	17	3	9	31	16	2	3	203	94	8	5	38	56	19	35	11	15	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	5	1	4	0	0
zASV1226	8	0	2	19	11	4	25	52	17	13	2	1	16	27	20	24	18	29	10	12	0	0	0	1	0	5	2	0	0	0	0	0	0	0	0	1	1	0	0	0
zASV1227	30	0	12	43	4	4	55	74	49	22	6	2	38	66	6	4	14	44	72	60	1	0	1	2	8	7	12	4	3	0	6	2	6	1	0	7	6	5	4	1
zASV1229	22	38	22	31	35	11	5	10	204	39	13	18	19	14	27	24	14	21	326	463	110	57	14	26	32	41	31	30	399	167	170	52	21	9	20	62	39	14	906	1585
zASV1230	3	14	0	1	1	2	70	69	7	25	0	6	1	11	9	9	1	7	42	17	284	260	1	2	1	3	4	6	18	44	0	0	0	0	0	5	1	1	204	34
zASV1231	3	0	5	22	1	7	5	8	7	3	17	7	15	33	24	15	16	29	16	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zASV1232	1	0	2	5	1	3	8	4	0	3	5	0	6	8	16	19	6	13	12	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zASV1233	2	0	0	0	4	1	33	42	8	7	1	0	1	3	8	3	1	4	29	12	142	146	0	4	2	0	5	4	5	24	0	3	0	0	1	1	0	0	115	12
zASV1234	10	0	1	2	3	0	13	18	6	2	24	14	2	0	7	2	0	5	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zASV1235	58	70	13	40	3	12	65	88	18	10	74	29	44	30	48	37	49	114	81	48	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
zASV1236	18	76	31	213	13	12	118	128	95	58	43	25	140	198	50	64	73	186	284	210	16	14	46	34	15	17	34	21	23	3	3	1	7	2	4	82	11	2	7	1
zASV1238	1	0	2	36	0	0	8	6	41	31	19	18	26	17	26	34	7	3	37	45	0	1	0	2	5	0	3	0	0	0	0	0	2	0	2	10	26	2	0	0
zASV1239	22	41	8	7	2	10	19	17	3	2	368	148	16	15	19	13	13	29	11	18	2	0	0	3	4	2	9	2	0	0	0	0	1	0	0	6	7	0	6	0
zASV124	379	0	8	74	72	57	308	439	72	32	371	253	42	60	246	274	85	124	43	62	10	8	4	12	8	7	20	17	4	0	17	4	10	8	3	32	8	9	7	3
zASV1240	49	17	5	11	5	3	35	69	8	6	462	323	15	8	38	35	43	49	8	9	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0
zASV1241	25	29	4	1	8	8	10	25	16	9	9	22	1	2	5	1	0	0	21	26	2373	2067	6	19	8	8	8	3	2	5	69	20	5	1	13	18	8	13	33	6
zASV1242	8	5	2	5	1	1	4	3	2	1	5	1	11	14	5	5	5	14	9	6	285	151	84	198	132	42	185	169	144	56	327	112	161	92	55	894	230	107	229	83
zASV1243	1	2	0	5	10	18	0	4	3	0	8	3	2	5	5	14	2	10	0	1	0	8	90	125	282	74	1066	904	237	128	13	1	21	10	43	715	223	104	99	26
zASV1244	2	3	1	1	0	0	1	3	4	0	0	3	1	1	3	2	0	1	1	0	8	6	14	16	11	10	38	27	32	5	9	11	13	8	4	95	11	16	23	6
zASV1245	45	0	14	118	19	14	94	139	82	29	27	4	88	110	35	31	27	91	90	59	20	14	14	40	31	26	46	28	34	7	30	20	10	16	5	176	36	20	17	6
zASV1246	1	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	1	0	0	5	0	2	16	6	7	17	11	9	2	2	0	4	1	2	28	6	2	3	3
zASV1247	1	0	1	102	0	0	0	0	0	0	0	3	7	2	1	2	0	0	0	0	2	9	7	31	4	0	0	0	0	0	42	22	12	0	12	180	0	0	0	0
zASV1248	15	0	0	19	7	12	41	78	34	14	1	0	13	30	23	23	6	32	18	8	4	0	3	11	15	26	15	17	12	3	0	1	2	1	0	29	1	2	1	2
zASV1249	8	23	5	5	1	2	7	0	2	1	0	0	3	1	2	2	3	6	2	2	33	7	42	39	14	21	25	17	25	6	20	0	6	6	4	97	9	10	9	8
zASV125	0	0	0	0	2	3	0	0	5	2	0	0	0	1	1	1	0	0	0	0	2	1	0	7	1	0	0	0	2	4	1	0	11	0	5	2466	0	0	4	10
zASV1250	0	0	0	7	1	0	4	2	3	4	1	0	3	14	1	3	4	10	2	1	19	14	6	16	7	5	18	13	23	5	12	17	15	5	9	63	10	14	11	4
zASV1251	1	5	3	5	1	4	1	4	2	7	2	0	10	16	0	0	8	14	3	1	35	16	13	17	17	4	15	18	14	11	21	13	13	7	7	107	19	17	21	5
zASV1252	1	3	0	0	0	0	1	3	1	0	0	0	0	1	0	0	0	0	0	0	50	30	45	84	40	25	43	45	43	4	26	19	11	9	14	181	10	14	18	11
zASV1253	19	0	5	63	13	10	62	88	36	19	7	3	42	53	16	12	9	56	25	50	13	11	10	11	16	13	33	13	17	9	26	7	11	8	3	101	14	0	16	4
zASV1254	0	0	1	66	1	0	1	0	0	0	1	1	5	0	3	0	0	0	0	0	8	1	4	21	3	0	0	0	0	0	43	11	3	1	2	143	0	0	0	0
zASV1257	235	63	75	192	48	40	268	390	261	125	69	40	386	533	119	102	138	259	234	198	149	71	151	202	128	82	276	237	192	86	120	103	164	83	37	999	189	142	182	69
zASV1258	1	0	6	39	12	15	62	109	38	16	0	0	31	44	25	19	10	30	14	8	74	41	24	45	37	15	58	34	46	13	38	35	24	19	4	177	42	26	85	26
zASV1259	232	62	84	199	72	64	256	398	282	141	61	22	454	561	148	79	137	217	363	228	52	47	76	117	49	30	153	145	99	28	45	33	41	21	10	403	56	56	43	5
zASV126	207	0	43	81	26	17	144	229	122	44	40	23	221	278	61	43	62	114	67	69	134	68	77	135	64	41	263	216	147	60	132	78	148	35	13	706	167	155	116	34
zASV1260	1	6	1	1	0	0	1	3	0	2	2	3	1	1	2	7	1	1	5	2	83	23	9	15	17	2	21	13	14	1	97	29	30	16	7	94	29	20	42	27
zASV1261	6	7	0	6	1	2	2	5	7	7	0	3	9	11	9	8	6	14	1	2	63	22	24	42	48	6	97	34	46	12	37	18	68	38	8	173	92	66	122	25
zASV1262	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14	9	7	16	20	5	19	9	24	3	0	18	22	11	3	82	28	27	30	5
zASV1263	1	33	0	3	1	3	2	8	3	1	0	0	3	4	0	2	0	0	2	2	11	3	28	24	17	7	29	33	22	3	3	0	2	2	0	39	7	8	8	4
zASV1264	0	0	3	2	4	6	34	35	9	10	1	1	0	0	0	0	6	4	3	10	6	7	10	63	71	16	41	60	36	13	36	16	101	48	19	352	96	105	135	42
zASV1265	0	0	0	0	0	1	0	0	0	0	3	0	0	2	0	0	1	0	0	0	4	5	4	13	11	3	8	17	12	3	3	2	3	1	1	65	3	2	4	1
zASV1266	21	50	5	19	2	5	18	27	22	14	8	5	28	19	10	8	7	10	9	8	99	47	17	35	46	17	95	64	62	30	102	46	66	34	14	333	46	45	61	17
zASV1267	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0	2	0	1	0	0	9	4	2	12	8	5	16	15	13	9	4	6	13	1	1	57	11	8	9	3
zASV1268	3	1	0	1	0	0	3	1	1	1	0	0	6	3	0	0	4	5	0	0	72	68	24	21	30	8	63	80	40	21	149	90	172	96	11	423	177	149	166	61
zASV1269	13	3	0	3	0	0	2	2	3	1	0	1	1	0	0	1	0	1	0	0	40	23	21	43	17	13	41	43	36	13	59	25	28	11	4	181	44	16	53	15
zASV127	2	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	24	1180	8	0	23	3	0	0	0	4	3	2	49	0	3	2	0	1	1	2	1305	23
zASV1270	6	0	0	5	0	0	0	0	1	2	26	11	2	11	6	0	0	0	1	0	0	4	0	11	0	0	0	0	7	10	27	8	7	0	1	573	0	0	7	11
zASV1271	1	0	0	3	0	0	0	0	3	0	1	0	1	0	0	0	0	1	0	0	11	4	10	30	23	21	27	27	27	4	0	3	3	3	6	68	4	8	9	4
zASV1272	15	0	2	8	0	3	15	14	4	5	5	5	14	21	16	10	6	16	3	12	23	12	17	16	15	18	25	28	13	5	24	18	8	11	5	127	7	5	12	5
zASV1274	12	13	3	17	7	4	16	22	9	6	3	4	11	7	6	7	11	11	7	10	15	15	13	24	9	8	30	40	19	5	13	15	8	3	3	73	4	8	7	4
zASV1275	161	201	15	105	11	12	222	255	69	27	69	37	96	92	21	13	41	116	71	52	16	7	2	11	13	5	30	25	3	5	31	9	16	6	4	62	25	15	10	2
zASV1276	51	91	7	0	8	5	3	1	10	27	33	15	2	19	10	5	1	1	5	1	427	364	1	7	3	3	7	3	5	3	383	112	12	9	27	3	7	6	6	23
zASV1277	4	0	1	0	1	0	4	3	2	2	0	0	2	5	0	2	1	0	1	0	13	6	5	17	17	2	17	20	24	7	11	12	12	4	1	103	10	9	19	4
zASV1278	0	0	0	1	0	0	0	0	0	0	29	16	0	0	0	1	1	0	0	1	1	1	1	0	1	0	32	23	4	0	4	0	1	2	0	32	7	13	3	2
zASV1279	0	0	0	2	0	1	0	0	1	1	0	0	0	2	3	0	0	0	0	8	2	2	0	1	2	1	0	0	16	2	4	7	5	0	3	304	0	0	0	0
zASV128	3	25	3	9	0	10	26	16	37	30	0	1	25	36	7	3	26	58	20	6	58	78	244	291	141	75	315	148	326	37	23	132	103	78	11	769	167	142	185	23
zASV1280	2	16	1	11	2	3	3	7	6	7	2	0	5	28	5	6	5	29	6	12	103	50	101	170	92	61	239	180	118	32	51	27	84	31	16	463	57	66	51	14
zASV1281	3	0	0	0	0	2	2	2	1	0	173	105	0	0	4	0	3	0	0	0	1	1	1	2	2	1	8	8	3	0	1	0	0	1	3	9	7	0	2	0
zASV1282	2	1	0	1	2	2	0	0	0	0	116	67	1	5	1	1	2	2	1	6	2	1	3	3	5	2	132	116	15	4	5	3	3	5	5	107	55	61	23	1
zASV1283	1	0	0	0	1	1	0	1	0	0	0	0	0	3	5	0	0	0	0	8	10	0	0	2	3	0	0	0	19	11	10	1	3	0	2	289	0	0	1	0
zASV1284	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	6	3	10	3	10	16	12	5	2	1	0	0	2	32	5	4	3	0
zASV1285	4	0	0	1	0	1	1	2	2	0	0	1	1	0	0	1	0	1	0	0	13	5	11	31	12	5	23	28	16	8	8	4	7	4	1	53	3	6	7	1
zASV1286	0	2	1	0	0	0	14	27	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	27	33	0	0	0	0	0	1	0	122	263	254	0	0
zASV1287	0	0	0	0	0	0	43	77	0	0	0	0	1	0	0	0	0	6	0	0	1	0	0	0	1	1	82	59	0	0	0	0	1	0	0	134	658	475	0	0
zASV1288	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	9	77	0	0	0	0	0	0	0	0	28	9	0	0	0	0	0	0	0	0	116	62	0	0
zASV1289	10	0	1	21	1	6	10	27	22	13	15	8	21	28	23	22	36	67	17	12	13	19	2	2	3	5	7	11	3	1	7	8	12	3	2	40	22	2	5	6
zASV129	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	2	0	0	0	2	46	61	40	3	95	41	66	0	1	139	132	102	0	333	145	123	115	2
zASV1290	52	17	13	50	18	14	50	50	69	36	14	3	101	112	33	14	35	40	43	40	30	22	58	40	47	5	80	65	70	23	44	47	44	26	11	279	52	42	37	8
zASV1291	1	0	0	0	0	2	0	2	0	2	0	1	0	0	0	0	0	0	0	0	78	37	6	23	29	6	45	36	39	8	37	34	33	13	7	207	54	29	37	21
zASV1293	4	0	0	2	1	2	2	3	6	1	0	0	1	3	1	4	4	4	0	1	17	16	26	36	17	9	18	11	24	8	9	6	4	1	4	95	6	7	12	1
zASV1295	2	0	0	0	1	0	1	0	0	3	1	0	0	0	8	3	0	2	1	3	73	20	2	17	10	5	11	15	8	0	50	23	14	12	5	91	17	31	45	8
zASV1296	250	242	73	191	5	2	10	31	65	50	38	20	116	156	7	4	16	34	434	263	0	3	0	6	6	4	11	11	8	2	0	0	1	0	2	15	0	0	1	0
zASV1297	213	301	32	69	5	7	16	34	56	44	49	29	51	49	2	3	6	17	41	31	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
zASV1298	251	287	1	0	0	0	0	0	0	0	9	3	0	0	1	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0	1568	0	0	0	0	1	0	0	0	0
zASV1299	29	0	0	2	8	4	5	15	3	1	26	14	2	7	11	16	3	11	2	1	4	1	0	2	2	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0
zASV13	126	0	5	276	20	13	233	317	51	1025	112	56	48	417	103	140	8	19	572	459	1186	1213	40	270	913	199	47	60	124	14971	2694	870	51	18	6749	5272	13	4	1690	14203
zASV130	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	2	0	3	40	46	42	51	70	16	72	62	64	4	19	130	149	81	4	500	176	139	183	17
zASV1300	52	29	69	33	7	12	109	132	45	41	54	21	84	120	21	17	61	69	67	59	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	6	4	3	0	0
zASV1301	270	134	10	31	12	13	219	372	56	37	474	377	37	34	18	21	51	127	17	27	2	0	2	9	0	5	25	21	4	0	5	1	0	0	0	3	12	3	2	0
zASV1302	74	0	23	81	14	17	160	208	96	40	72	13	130	187	17	23	55	95	99	94	0	0	0	0	0	2	1	2	0	0	0	0	2	0	0	6	1	5	0	0
zASV1303	7	0	2	7	5	4	54	41	16	2	25	14	1	4	7	13	4	9	0	0	0	0	0	0	0	1	5	4	3	0	0	0	0	1	0	10	5	2	3	2
